parent_asin,year_month,feature_name,contribution
B0053F7UIM,2016-01,history_3m_vs_6m_low_rating_ratio_delta,38.1
B0053F7UIM,2016-01,history_3m_vs_12m_low_rating_ratio_delta,33.4
B0053F7UIM,2016-01,avg_rating,7.7
B0053F7UIM,2016-01,history_12m_avg_rating,12.8
B0053F7UIM,2016-01,history_6m_avg_rating,11.4
B0053F7UIM,2016-01,history_3m_avg_rating,12.3
B0053F7UIM,2016-01,review_count,79.7
B0053F7UIM,2016-01,history_3m_review_count,35.0
B0053F7UIM,2016-01,history_12m_review_count,35.2
B0053F7UIM,2016-01,history_1m_review_count,42.7
B005AR76M8,2016-01,history_12m_low_rating_ratio,4.0
B005AR76M8,2016-01,history_3m_low_rating_ratio,3.1
B005AR76M8,2016-01,history_6m_low_rating_ratio,6.2
B005AR76M8,2016-01,low_rating_ratio,9.8
B005AR76M8,2016-01,history_3m_vs_6m_low_rating_ratio_delta,22.5
B005AR76M8,2016-01,history_3m_vs_12m_low_rating_ratio_delta,27.8
B005AR76M8,2016-01,avg_rating,18.3
B005AR76M8,2016-01,history_12m_avg_rating,7.1
B005AR76M8,2016-01,history_6m_avg_rating,6.5
B005AR76M8,2016-01,history_3m_avg_rating,3.8
B005AR76M8,2016-01,review_count,49.9
B005AR76M8,2016-01,history_3m_review_count,42.2
B005AR76M8,2016-01,history_12m_review_count,34.7
B005AR76M8,2016-01,history_1m_review_count,75.4
B005ARC4KW,2016-01,history_12m_low_rating_ratio,3.5
B005ARC4KW,2016-01,history_3m_low_rating_ratio,3.1
B005ARC4KW,2016-01,history_6m_low_rating_ratio,1.6
B005ARC4KW,2016-01,low_rating_ratio,28.0
B005ARC4KW,2016-01,history_3m_vs_6m_low_rating_ratio_delta,45.0
B005ARC4KW,2016-01,history_3m_vs_12m_low_rating_ratio_delta,29.8
B005ARC4KW,2016-01,avg_rating,17.2
B005ARC4KW,2016-01,history_12m_avg_rating,4.3
B005ARC4KW,2016-01,history_6m_avg_rating,2.2
B005ARC4KW,2016-01,history_3m_avg_rating,4.3
B005ARC4KW,2016-01,review_count,46.2
B005ARC4KW,2016-01,history_3m_review_count,25.4
B005ARC4KW,2016-01,history_12m_review_count,27.4
B005ARC4KW,2016-01,history_1m_review_count,64.0
B008O57G5U,2016-01,history_12m_low_rating_ratio,31.4
B008O57G5U,2016-01,history_3m_low_rating_ratio,20.1
B008O57G5U,2016-01,history_6m_low_rating_ratio,13.1
B008O57G5U,2016-01,low_rating_ratio,57.6
B008O57G5U,2016-01,history_3m_vs_6m_low_rating_ratio_delta,65.0
B008O57G5U,2016-01,history_3m_vs_12m_low_rating_ratio_delta,17.5
B008O57G5U,2016-01,avg_rating,64.9
B008O57G5U,2016-01,history_12m_avg_rating,53.7
B008O57G5U,2016-01,history_6m_avg_rating,45.5
B008O57G5U,2016-01,history_3m_avg_rating,51.4
B008O57G5U,2016-01,review_count,63.5
B008O57G5U,2016-01,history_3m_review_count,96.9
B008O57G5U,2016-01,history_12m_review_count,83.7
B008O57G5U,2016-01,history_1m_review_count,90.6
B009K2BBQG,2016-01,history_12m_low_rating_ratio,63.3
B009K2BBQG,2016-01,history_3m_low_rating_ratio,90.8
B009K2BBQG,2016-01,history_6m_low_rating_ratio,83.5
B009K2BBQG,2016-01,low_rating_ratio,94.3
B009K2BBQG,2016-01,history_3m_vs_6m_low_rating_ratio_delta,96.6
B009K2BBQG,2016-01,history_3m_vs_12m_low_rating_ratio_delta,98.7
B009K2BBQG,2016-01,avg_rating,94.1
B009K2BBQG,2016-01,history_12m_avg_rating,66.7
B009K2BBQG,2016-01,history_6m_avg_rating,85.4
B009K2BBQG,2016-01,history_3m_avg_rating,92.6
B009K2BBQG,2016-01,review_count,20.7
B009K2BBQG,2016-01,history_3m_review_count,25.9
B009K2BBQG,2016-01,history_12m_review_count,28.3
B009K2BBQG,2016-01,history_1m_review_count,27.0
B00AW04ZMM,2016-01,history_12m_low_rating_ratio,71.3
B00AW04ZMM,2016-01,history_3m_low_rating_ratio,79.5
B00AW04ZMM,2016-01,history_6m_low_rating_ratio,74.3
B00AW04ZMM,2016-01,low_rating_ratio,31.9
B00AW04ZMM,2016-01,history_3m_vs_6m_low_rating_ratio_delta,84.5
B00AW04ZMM,2016-01,history_3m_vs_12m_low_rating_ratio_delta,85.7
B00AW04ZMM,2016-01,avg_rating,57.3
B00AW04ZMM,2016-01,history_12m_avg_rating,82.8
B00AW04ZMM,2016-01,history_6m_avg_rating,85.4
B00AW04ZMM,2016-01,history_3m_avg_rating,86.6
B00AW04ZMM,2016-01,review_count,58.5
B00AW04ZMM,2016-01,history_3m_review_count,73.1
B00AW04ZMM,2016-01,history_12m_review_count,50.5
B00AW04ZMM,2016-01,history_1m_review_count,90.6
B00AYBKJFG,2016-01,history_12m_low_rating_ratio,12.1
B00AYBKJFG,2016-01,history_3m_low_rating_ratio,22.1
B00AYBKJFG,2016-01,history_6m_low_rating_ratio,10.6
B00AYBKJFG,2016-01,low_rating_ratio,9.8
B00AYBKJFG,2016-01,history_3m_vs_6m_low_rating_ratio_delta,75.8
B00AYBKJFG,2016-01,history_3m_vs_12m_low_rating_ratio_delta,63.4
B00AYBKJFG,2016-01,avg_rating,14.0
B00AYBKJFG,2016-01,history_12m_avg_rating,8.8
B00AYBKJFG,2016-01,history_6m_avg_rating,5.3
B00AYBKJFG,2016-01,history_3m_avg_rating,12.5
B00AYBKJFG,2016-01,review_count,79.7
B00AYBKJFG,2016-01,history_3m_review_count,64.4
B00AYBKJFG,2016-01,history_12m_review_count,68.9
B00AYBKJFG,2016-01,history_1m_review_count,64.0
B00B0ZMNOU,2016-01,history_12m_low_rating_ratio,71.8
B00B0ZMNOU,2016-01,history_3m_low_rating_ratio,70.2
B00B0ZMNOU,2016-01,history_6m_low_rating_ratio,67.7
B00B0ZMNOU,2016-01,low_rating_ratio,38.4
B00B0ZMNOU,2016-01,history_3m_vs_6m_low_rating_ratio_delta,68.4
B00B0ZMNOU,2016-01,history_3m_vs_12m_low_rating_ratio_delta,55.6
B00B0ZMNOU,2016-01,avg_rating,19.4
B00B0ZMNOU,2016-01,history_12m_avg_rating,71.8
B00B0ZMNOU,2016-01,history_6m_avg_rating,65.6
B00B0ZMNOU,2016-01,history_3m_avg_rating,65.7
B00B0ZMNOU,2016-01,review_count,74.4
B00B0ZMNOU,2016-01,history_3m_review_count,90.1
B00B0ZMNOU,2016-01,history_12m_review_count,51.0
B00B0ZMNOU,2016-01,history_1m_review_count,98.2
B00BA0CK16,2016-01,history_12m_low_rating_ratio,58.3
B00BA0CK16,2016-01,history_3m_low_rating_ratio,39.1
B00BA0CK16,2016-01,history_6m_low_rating_ratio,48.1
B00BA0CK16,2016-01,low_rating_ratio,9.8
B00BA0CK16,2016-01,history_3m_vs_6m_low_rating_ratio_delta,18.9
B00BA0CK16,2016-01,history_3m_vs_12m_low_rating_ratio_delta,10.3
B00BA0CK16,2016-01,avg_rating,15.4
B00BA0CK16,2016-01,history_12m_avg_rating,50.7
B00BA0CK16,2016-01,history_6m_avg_rating,43.5
B00BA0CK16,2016-01,history_3m_avg_rating,33.1
B00BA0CK16,2016-01,review_count,58.5
B00BA0CK16,2016-01,history_3m_review_count,77.7
B00BA0CK16,2016-01,history_12m_review_count,80.6
B00BA0CK16,2016-01,history_1m_review_count,98.2
B00BZUCF3O,2016-01,history_12m_low_rating_ratio,75.0
B00BZUCF3O,2016-01,history_3m_low_rating_ratio,74.0
B00BZUCF3O,2016-01,history_6m_low_rating_ratio,80.6
B00BZUCF3O,2016-01,low_rating_ratio,9.8
B00BZUCF3O,2016-01,history_3m_vs_6m_low_rating_ratio_delta,17.3
B00BZUCF3O,2016-01,history_3m_vs_12m_low_rating_ratio_delta,60.9
B00BZUCF3O,2016-01,avg_rating,28.3
B00BZUCF3O,2016-01,history_12m_avg_rating,76.0
B00BZUCF3O,2016-01,history_6m_avg_rating,78.5
B00BZUCF3O,2016-01,history_3m_avg_rating,70.3
B00BZUCF3O,2016-01,review_count,79.7
B00BZUCF3O,2016-01,history_3m_review_count,73.1
B00BZUCF3O,2016-01,history_12m_review_count,58.5
B00BZUCF3O,2016-01,history_1m_review_count,96.6
B00DM8J11Q,2016-01,history_12m_low_rating_ratio,2.5
B00DM8J11Q,2016-01,history_3m_low_rating_ratio,3.1
B00DM8J11Q,2016-01,history_6m_low_rating_ratio,4.1
B00DM8J11Q,2016-01,low_rating_ratio,9.8
B00DM8J11Q,2016-01,history_3m_vs_6m_low_rating_ratio_delta,28.9
B00DM8J11Q,2016-01,history_3m_vs_12m_low_rating_ratio_delta,34.3
B00DM8J11Q,2016-01,avg_rating,11.4
B00DM8J11Q,2016-01,history_12m_avg_rating,3.9
B00DM8J11Q,2016-01,history_6m_avg_rating,3.9
B00DM8J11Q,2016-01,history_3m_avg_rating,1.2
B00DM8J11Q,2016-01,review_count,96.0
B00DM8J11Q,2016-01,history_3m_review_count,57.0
B00DM8J11Q,2016-01,history_12m_review_count,54.3
B00DM8J11Q,2016-01,history_1m_review_count,46.0
B00DM8JUK8,2016-01,history_12m_low_rating_ratio,26.4
B00DM8JUK8,2016-01,history_3m_low_rating_ratio,59.7
B00DM8JUK8,2016-01,history_6m_low_rating_ratio,50.2
B00DM8JUK8,2016-01,low_rating_ratio,67.3
B00DM8JUK8,2016-01,history_3m_vs_6m_low_rating_ratio_delta,80.8
B00DM8JUK8,2016-01,history_3m_vs_12m_low_rating_ratio_delta,92.1
B00DM8JUK8,2016-01,avg_rating,83.5
B00DM8JUK8,2016-01,history_12m_avg_rating,30.4
B00DM8JUK8,2016-01,history_6m_avg_rating,48.8
B00DM8JUK8,2016-01,history_3m_avg_rating,57.7
B00DM8JUK8,2016-01,review_count,79.7
B00DM8JUK8,2016-01,history_3m_review_count,97.6
B00DM8JUK8,2016-01,history_12m_review_count,89.5
B00DM8JUK8,2016-01,history_1m_review_count,90.6
B00DM8K72S,2016-01,history_12m_low_rating_ratio,57.5
B00DM8K72S,2016-01,history_3m_low_rating_ratio,57.7
B00DM8K72S,2016-01,history_6m_low_rating_ratio,54.0
B00DM8K72S,2016-01,low_rating_ratio,9.8
B00DM8K72S,2016-01,history_3m_vs_6m_low_rating_ratio_delta,66.7
B00DM8K72S,2016-01,history_3m_vs_12m_low_rating_ratio_delta,55.3
B00DM8K72S,2016-01,avg_rating,20.6
B00DM8K72S,2016-01,history_12m_avg_rating,65.3
B00DM8K72S,2016-01,history_6m_avg_rating,61.3
B00DM8K72S,2016-01,history_3m_avg_rating,65.8
B00DM8K72S,2016-01,review_count,58.5
B00DM8K72S,2016-01,history_3m_review_count,47.0
B00DM8K72S,2016-01,history_12m_review_count,49.3
B00DM8K72S,2016-01,history_1m_review_count,46.0
B00E84Q15C,2016-01,history_12m_low_rating_ratio,58.2
B00E84Q15C,2016-01,history_3m_low_rating_ratio,82.1
B00E84Q15C,2016-01,history_6m_low_rating_ratio,69.5
B00E84Q15C,2016-01,low_rating_ratio,71.2
B00E84Q15C,2016-01,history_3m_vs_6m_low_rating_ratio_delta,95.4
B00E84Q15C,2016-01,history_3m_vs_12m_low_rating_ratio_delta,95.5
B00E84Q15C,2016-01,avg_rating,87.0
B00E84Q15C,2016-01,history_12m_avg_rating,64.3
B00E84Q15C,2016-01,history_6m_avg_rating,69.6
B00E84Q15C,2016-01,history_3m_avg_rating,83.8
B00E84Q15C,2016-01,review_count,99.5
B00E84Q15C,2016-01,history_3m_review_count,60.5
B00E84Q15C,2016-01,history_12m_review_count,15.4
B00E84Q15C,2016-01,history_1m_review_count,96.6
B00ERVN8AC,2016-01,history_12m_low_rating_ratio,35.4
B00ERVN8AC,2016-01,history_3m_low_rating_ratio,33.4
B00ERVN8AC,2016-01,history_6m_low_rating_ratio,37.3
B00ERVN8AC,2016-01,low_rating_ratio,9.8
B00ERVN8AC,2016-01,history_3m_vs_6m_low_rating_ratio_delta,30.9
B00ERVN8AC,2016-01,history_3m_vs_12m_low_rating_ratio_delta,35.6
B00ERVN8AC,2016-01,avg_rating,20.2
B00ERVN8AC,2016-01,history_12m_avg_rating,44.1
B00ERVN8AC,2016-01,history_6m_avg_rating,36.7
B00ERVN8AC,2016-01,history_3m_avg_rating,34.0
B00ERVN8AC,2016-01,review_count,32.6
B00ERVN8AC,2016-01,history_3m_review_count,64.4
B00ERVN8AC,2016-01,history_12m_review_count,52.0
B00ERVN8AC,2016-01,history_1m_review_count,46.0
B00GN92KQ4,2016-01,history_12m_low_rating_ratio,99.5
B00GN92KQ4,2016-01,history_3m_low_rating_ratio,99.3
B00GN92KQ4,2016-01,history_6m_low_rating_ratio,99.4
B00GN92KQ4,2016-01,low_rating_ratio,99.3
B00GN92KQ4,2016-01,history_3m_vs_6m_low_rating_ratio_delta,79.0
B00GN92KQ4,2016-01,history_3m_vs_12m_low_rating_ratio_delta,78.0
B00GN92KQ4,2016-01,avg_rating,99.4
B00GN92KQ4,2016-01,history_12m_avg_rating,99.7
B00GN92KQ4,2016-01,history_6m_avg_rating,99.5
B00GN92KQ4,2016-01,history_3m_avg_rating,99.3
B00GN92KQ4,2016-01,review_count,37.2
B00GN92KQ4,2016-01,history_3m_review_count,54.0
B00GN92KQ4,2016-01,history_12m_review_count,48.2
B00GN92KQ4,2016-01,history_1m_review_count,54.0
B00GPXASXK,2016-01,history_12m_low_rating_ratio,69.0
B00GPXASXK,2016-01,history_3m_low_rating_ratio,72.4
B00GPXASXK,2016-01,history_6m_low_rating_ratio,79.7
B00GPXASXK,2016-01,low_rating_ratio,9.8
B00GPXASXK,2016-01,history_3m_vs_6m_low_rating_ratio_delta,15.5
B00GPXASXK,2016-01,history_3m_vs_12m_low_rating_ratio_delta,71.9
B00GPXASXK,2016-01,avg_rating,10.2
B00GPXASXK,2016-01,history_12m_avg_rating,76.6
B00GPXASXK,2016-01,history_6m_avg_rating,82.3
B00GPXASXK,2016-01,history_3m_avg_rating,75.0
B00GPXASXK,2016-01,review_count,54.1
B00GPXASXK,2016-01,history_3m_review_count,82.1
B00GPXASXK,2016-01,history_12m_review_count,61.5
B00GPXASXK,2016-01,history_1m_review_count,80.9
B00GPXTA0C,2016-01,history_12m_low_rating_ratio,71.7
B00GPXTA0C,2016-01,history_3m_low_rating_ratio,72.4
B00GPXTA0C,2016-01,history_6m_low_rating_ratio,79.7
B00GPXTA0C,2016-01,low_rating_ratio,60.6
B00GPXTA0C,2016-01,history_3m_vs_6m_low_rating_ratio_delta,15.5
B00GPXTA0C,2016-01,history_3m_vs_12m_low_rating_ratio_delta,64.8
B00GPXTA0C,2016-01,avg_rating,54.4
B00GPXTA0C,2016-01,history_12m_avg_rating,72.8
B00GPXTA0C,2016-01,history_6m_avg_rating,76.8
B00GPXTA0C,2016-01,history_3m_avg_rating,71.4
B00GPXTA0C,2016-01,review_count,69.0
B00GPXTA0C,2016-01,history_3m_review_count,82.1
B00GPXTA0C,2016-01,history_12m_review_count,64.5
B00GPXTA0C,2016-01,history_1m_review_count,86.0
B00H4DCGDA,2016-01,history_12m_low_rating_ratio,37.7
B00H4DCGDA,2016-01,history_3m_low_rating_ratio,22.9
B00H4DCGDA,2016-01,history_6m_low_rating_ratio,19.3
B00H4DCGDA,2016-01,low_rating_ratio,65.3
B00H4DCGDA,2016-01,history_3m_vs_6m_low_rating_ratio_delta,55.0
B00H4DCGDA,2016-01,history_3m_vs_12m_low_rating_ratio_delta,13.9
B00H4DCGDA,2016-01,avg_rating,65.2
B00H4DCGDA,2016-01,history_12m_avg_rating,50.4
B00H4DCGDA,2016-01,history_6m_avg_rating,44.0
B00H4DCGDA,2016-01,history_3m_avg_rating,51.4
B00H4DCGDA,2016-01,review_count,23.0
B00H4DCGDA,2016-01,history_3m_review_count,25.9
B00H4DCGDA,2016-01,history_12m_review_count,25.2
B00H4DCGDA,2016-01,history_1m_review_count,28.6
B00H4F3A88,2016-01,history_12m_low_rating_ratio,79.1
B00H4F3A88,2016-01,history_3m_low_rating_ratio,79.8
B00H4F3A88,2016-01,history_6m_low_rating_ratio,84.1
B00H4F3A88,2016-01,low_rating_ratio,84.4
B00H4F3A88,2016-01,history_3m_vs_6m_low_rating_ratio_delta,24.8
B00H4F3A88,2016-01,history_3m_vs_12m_low_rating_ratio_delta,70.9
B00H4F3A88,2016-01,avg_rating,94.3
B00H4F3A88,2016-01,history_12m_avg_rating,87.1
B00H4F3A88,2016-01,history_6m_avg_rating,89.6
B00H4F3A88,2016-01,history_3m_avg_rating,83.2
B00H4F3A88,2016-01,review_count,24.3
B00H4F3A88,2016-01,history_3m_review_count,32.0
B00H4F3A88,2016-01,history_12m_review_count,29.7
B00H4F3A88,2016-01,history_1m_review_count,54.0
B00IB4BMDQ,2016-01,history_12m_low_rating_ratio,5.0
B00IB4BMDQ,2016-01,history_3m_low_rating_ratio,11.9
B00IB4BMDQ,2016-01,history_6m_low_rating_ratio,7.3
B00IB4BMDQ,2016-01,low_rating_ratio,31.9
B00IB4BMDQ,2016-01,history_3m_vs_6m_low_rating_ratio_delta,58.6
B00IB4BMDQ,2016-01,history_3m_vs_12m_low_rating_ratio_delta,58.1
B00IB4BMDQ,2016-01,avg_rating,31.2
B00IB4BMDQ,2016-01,history_12m_avg_rating,11.5
B00IB4BMDQ,2016-01,history_6m_avg_rating,15.7
B00IB4BMDQ,2016-01,history_3m_avg_rating,21.8
B00IB4BMDQ,2016-01,review_count,58.5
B00IB4BMDQ,2016-01,history_3m_review_count,70.7
B00IB4BMDQ,2016-01,history_12m_review_count,89.7
B00IB4BMDQ,2016-01,history_1m_review_count,86.0
B00INXG9MY,2016-01,history_12m_low_rating_ratio,82.0
B00INXG9MY,2016-01,history_3m_low_rating_ratio,72.1
B00INXG9MY,2016-01,history_6m_low_rating_ratio,75.1
B00INXG9MY,2016-01,low_rating_ratio,81.4
B00INXG9MY,2016-01,history_3m_vs_6m_low_rating_ratio_delta,36.0
B00INXG9MY,2016-01,history_3m_vs_12m_low_rating_ratio_delta,17.3
B00INXG9MY,2016-01,avg_rating,83.2
B00INXG9MY,2016-01,history_12m_avg_rating,84.3
B00INXG9MY,2016-01,history_6m_avg_rating,80.1
B00INXG9MY,2016-01,history_3m_avg_rating,83.6
B00INXG9MY,2016-01,review_count,32.6
B00INXG9MY,2016-01,history_3m_review_count,58.7
B00INXG9MY,2016-01,history_12m_review_count,42.5
B00INXG9MY,2016-01,history_1m_review_count,75.4
B00JR947EU,2016-01,history_12m_low_rating_ratio,68.5
B00JR947EU,2016-01,history_3m_low_rating_ratio,75.2
B00JR947EU,2016-01,history_6m_low_rating_ratio,75.9
B00JR947EU,2016-01,low_rating_ratio,39.8
B00JR947EU,2016-01,history_3m_vs_6m_low_rating_ratio_delta,55.9
B00JR947EU,2016-01,history_3m_vs_12m_low_rating_ratio_delta,80.0
B00JR947EU,2016-01,avg_rating,54.6
B00JR947EU,2016-01,history_12m_avg_rating,78.8
B00JR947EU,2016-01,history_6m_avg_rating,77.1
B00JR947EU,2016-01,history_3m_avg_rating,74.6
B00JR947EU,2016-01,review_count,32.6
B00JR947EU,2016-01,history_3m_review_count,94.2
B00JR947EU,2016-01,history_12m_review_count,82.0
B00JR947EU,2016-01,history_1m_review_count,54.0
B00JST8RD6,2016-01,history_12m_low_rating_ratio,73.2
B00JST8RD6,2016-01,history_3m_low_rating_ratio,57.6
B00JST8RD6,2016-01,history_6m_low_rating_ratio,77.1
B00JST8RD6,2016-01,low_rating_ratio,90.6
B00JST8RD6,2016-01,history_3m_vs_6m_low_rating_ratio_delta,3.3
B00JST8RD6,2016-01,history_3m_vs_12m_low_rating_ratio_delta,12.1
B00JST8RD6,2016-01,avg_rating,90.3
B00JST8RD6,2016-01,history_12m_avg_rating,76.9
B00JST8RD6,2016-01,history_6m_avg_rating,80.0
B00JST8RD6,2016-01,history_3m_avg_rating,67.0
B00JST8RD6,2016-01,review_count,3.3
B00JST8RD6,2016-01,history_3m_review_count,10.4
B00JST8RD6,2016-01,history_12m_review_count,15.3
B00JST8RD6,2016-01,history_1m_review_count,12.6
B00JVTQHVC,2016-01,history_12m_low_rating_ratio,37.5
B00JVTQHVC,2016-01,history_3m_low_rating_ratio,29.6
B00JVTQHVC,2016-01,history_6m_low_rating_ratio,47.5
B00JVTQHVC,2016-01,low_rating_ratio,38.4
B00JVTQHVC,2016-01,history_3m_vs_6m_low_rating_ratio_delta,8.3
B00JVTQHVC,2016-01,history_3m_vs_12m_low_rating_ratio_delta,23.6
B00JVTQHVC,2016-01,avg_rating,39.6
B00JVTQHVC,2016-01,history_12m_avg_rating,45.4
B00JVTQHVC,2016-01,history_6m_avg_rating,51.4
B00JVTQHVC,2016-01,history_3m_avg_rating,25.7
B00JVTQHVC,2016-01,review_count,74.4
B00JVTQHVC,2016-01,history_3m_review_count,86.3
B00JVTQHVC,2016-01,history_12m_review_count,59.4
B00JVTQHVC,2016-01,history_1m_review_count,86.0
B00K1LRDXK,2016-01,history_12m_low_rating_ratio,61.4
B00K1LRDXK,2016-01,history_3m_low_rating_ratio,48.6
B00K1LRDXK,2016-01,history_6m_low_rating_ratio,30.4
B00K1LRDXK,2016-01,low_rating_ratio,44.5
B00K1LRDXK,2016-01,history_3m_vs_6m_low_rating_ratio_delta,87.5
B00K1LRDXK,2016-01,history_3m_vs_12m_low_rating_ratio_delta,17.0
B00K1LRDXK,2016-01,avg_rating,61.4
B00K1LRDXK,2016-01,history_12m_avg_rating,60.4
B00K1LRDXK,2016-01,history_6m_avg_rating,41.0
B00K1LRDXK,2016-01,history_3m_avg_rating,58.3
B00K1LRDXK,2016-01,review_count,84.7
B00K1LRDXK,2016-01,history_3m_review_count,73.1
B00K1LRDXK,2016-01,history_12m_review_count,77.1
B00K1LRDXK,2016-01,history_1m_review_count,64.0
B00KJ07SEM,2016-01,history_12m_low_rating_ratio,41.0
B00KJ07SEM,2016-01,history_3m_low_rating_ratio,49.0
B00KJ07SEM,2016-01,history_6m_low_rating_ratio,42.4
B00KJ07SEM,2016-01,low_rating_ratio,42.4
B00KJ07SEM,2016-01,history_3m_vs_6m_low_rating_ratio_delta,69.9
B00KJ07SEM,2016-01,history_3m_vs_12m_low_rating_ratio_delta,66.6
B00KJ07SEM,2016-01,avg_rating,43.8
B00KJ07SEM,2016-01,history_12m_avg_rating,38.9
B00KJ07SEM,2016-01,history_6m_avg_rating,39.6
B00KJ07SEM,2016-01,history_3m_avg_rating,46.4
B00KJ07SEM,2016-01,review_count,1.7
B00KJ07SEM,2016-01,history_3m_review_count,1.5
B00KJ07SEM,2016-01,history_12m_review_count,1.1
B00KJ07SEM,2016-01,history_1m_review_count,2.9
B00KV0SKQK,2016-01,history_12m_low_rating_ratio,76.6
B00KV0SKQK,2016-01,history_3m_low_rating_ratio,44.2
B00KV0SKQK,2016-01,history_6m_low_rating_ratio,81.7
B00KV0SKQK,2016-01,low_rating_ratio,71.2
B00KV0SKQK,2016-01,history_3m_vs_6m_low_rating_ratio_delta,0.3
B00KV0SKQK,2016-01,history_3m_vs_12m_low_rating_ratio_delta,2.2
B00KV0SKQK,2016-01,avg_rating,61.4
B00KV0SKQK,2016-01,history_12m_avg_rating,74.8
B00KV0SKQK,2016-01,history_6m_avg_rating,79.0
B00KV0SKQK,2016-01,history_3m_avg_rating,46.3
B00KV0SKQK,2016-01,review_count,58.5
B00KV0SKQK,2016-01,history_3m_review_count,48.4
B00KV0SKQK,2016-01,history_12m_review_count,32.4
B00KV0SKQK,2016-01,history_1m_review_count,46.0
B00L03WH7A,2016-01,history_12m_low_rating_ratio,59.1
B00L03WH7A,2016-01,history_3m_low_rating_ratio,69.2
B00L03WH7A,2016-01,history_6m_low_rating_ratio,72.9
B00L03WH7A,2016-01,low_rating_ratio,59.9
B00L03WH7A,2016-01,history_3m_vs_6m_low_rating_ratio_delta,33.6
B00L03WH7A,2016-01,history_3m_vs_12m_low_rating_ratio_delta,80.9
B00L03WH7A,2016-01,avg_rating,65.3
B00L03WH7A,2016-01,history_12m_avg_rating,64.9
B00L03WH7A,2016-01,history_6m_avg_rating,75.7
B00L03WH7A,2016-01,history_3m_avg_rating,70.6
B00L03WH7A,2016-01,review_count,6.8
B00L03WH7A,2016-01,history_3m_review_count,16.5
B00L03WH7A,2016-01,history_12m_review_count,6.5
B00L03WH7A,2016-01,history_1m_review_count,7.9
B00L1JT4YM,2016-01,history_12m_low_rating_ratio,59.4
B00L1JT4YM,2016-01,history_3m_low_rating_ratio,63.9
B00L1JT4YM,2016-01,history_6m_low_rating_ratio,56.5
B00L1JT4YM,2016-01,low_rating_ratio,49.6
B00L1JT4YM,2016-01,history_3m_vs_6m_low_rating_ratio_delta,78.7
B00L1JT4YM,2016-01,history_3m_vs_12m_low_rating_ratio_delta,69.3
B00L1JT4YM,2016-01,avg_rating,48.7
B00L1JT4YM,2016-01,history_12m_avg_rating,58.2
B00L1JT4YM,2016-01,history_6m_avg_rating,54.0
B00L1JT4YM,2016-01,history_3m_avg_rating,62.0
B00L1JT4YM,2016-01,review_count,4.8
B00L1JT4YM,2016-01,history_3m_review_count,18.5
B00L1JT4YM,2016-01,history_12m_review_count,48.7
B00L1JT4YM,2016-01,history_1m_review_count,10.8
B00LGBHHTY,2016-01,history_12m_low_rating_ratio,44.9
B00LGBHHTY,2016-01,history_3m_low_rating_ratio,30.7
B00LGBHHTY,2016-01,history_6m_low_rating_ratio,48.2
B00LGBHHTY,2016-01,low_rating_ratio,9.8
B00LGBHHTY,2016-01,history_3m_vs_6m_low_rating_ratio_delta,8.5
B00LGBHHTY,2016-01,history_3m_vs_12m_low_rating_ratio_delta,15.5
B00LGBHHTY,2016-01,avg_rating,29.2
B00LGBHHTY,2016-01,history_12m_avg_rating,50.1
B00LGBHHTY,2016-01,history_6m_avg_rating,50.9
B00LGBHHTY,2016-01,history_3m_avg_rating,37.1
B00LGBHHTY,2016-01,review_count,93.0
B00LGBHHTY,2016-01,history_3m_review_count,88.3
B00LGBHHTY,2016-01,history_12m_review_count,59.8
B00LGBHHTY,2016-01,history_1m_review_count,86.0
B00LHCCR92,2016-01,history_12m_low_rating_ratio,85.8
B00LHCCR92,2016-01,history_3m_low_rating_ratio,85.3
B00LHCCR92,2016-01,history_6m_low_rating_ratio,87.2
B00LHCCR92,2016-01,low_rating_ratio,87.9
B00LHCCR92,2016-01,history_3m_vs_6m_low_rating_ratio_delta,40.8
B00LHCCR92,2016-01,history_3m_vs_12m_low_rating_ratio_delta,70.0
B00LHCCR92,2016-01,avg_rating,87.9
B00LHCCR92,2016-01,history_12m_avg_rating,88.3
B00LHCCR92,2016-01,history_6m_avg_rating,91.1
B00LHCCR92,2016-01,history_3m_avg_rating,88.9
B00LHCCR92,2016-01,review_count,4.9
B00LHCCR92,2016-01,history_3m_review_count,15.4
B00LHCCR92,2016-01,history_12m_review_count,14.9
B00LHCCR92,2016-01,history_1m_review_count,13.6
B00LLM6ZFK,2016-01,history_12m_low_rating_ratio,48.0
B00LLM6ZFK,2016-01,history_3m_low_rating_ratio,21.3
B00LLM6ZFK,2016-01,history_6m_low_rating_ratio,23.9
B00LLM6ZFK,2016-01,low_rating_ratio,36.0
B00LLM6ZFK,2016-01,history_3m_vs_6m_low_rating_ratio_delta,32.3
B00LLM6ZFK,2016-01,history_3m_vs_12m_low_rating_ratio_delta,6.0
B00LLM6ZFK,2016-01,avg_rating,23.9
B00LLM6ZFK,2016-01,history_12m_avg_rating,42.6
B00LLM6ZFK,2016-01,history_6m_avg_rating,21.2
B00LLM6ZFK,2016-01,history_3m_avg_rating,17.0
B00LLM6ZFK,2016-01,review_count,69.0
B00LLM6ZFK,2016-01,history_3m_review_count,35.8
B00LLM6ZFK,2016-01,history_12m_review_count,24.1
B00LLM6ZFK,2016-01,history_1m_review_count,64.0
